Category,Date,Study,Study Link,Journal,Design,Sample,Study Population,Sample Text,Matches,Entry
Advances diagnosing sars-cov-2,2020-03-09,Sensitive one-step isothermal detection of pathogen-derived RNAs,https://doi.org/10.1101/2020.03.05.20031971,medrxiv,Other,175.0,We then tested the orthogonal dual detection of two target 268 regions using the SARS-CoV-2-MG1 and SARS-CoV-2-BR2 probe pairs.,"Target RNA 175 sequences for SENSR are specified by only two hybridization regions (UHS and DHS) of 176 probes, which makes the probe design process fast and straightforward without many 177 All rights reserved.","Immediate and 33 onsite diagnostic decisions also help to prevent the spread of epidemic and pandemic 34 infectious diseases In order to rapidly diagnose infectious diseases, a nucleic acid-based 35 diagnosis has emerged as an alternative to the conventional culture-based, or immunoassay-36 based, approaches due to their rapidity or specificity 4-6 .",2020-03-27
Advances diagnosing sars-cov-2,2020-02-27,A simple magnetic nanoparticles-based viral RNA extraction method for efficient detection of SARS-CoV-2,https://doi.org/10.1101/2020.02.22.961268,biorxiv,Other,200.0,"After the outbreak of COVID-19, several methods and kits based on RT-PCR for the detection of SARS-CoV-2 genomic RNA have been reported.","By following a simple lysis/binding-washing-elution protocol shown in Scheme2, 10 5 copies of SARS-CoV-2 pseudovirus in 200 μL serum samples were extracted and subject to RT-PCR analysis.","Although RT-PCR-based molecular diagnosis techniques are being widely applied for clinical diagnosis currently, timely and accurate diagnosis are still limited due to labour intensive and time-consuming operations of these techniques.

While RT-PCR-based methods have been widely used in COVID-19 diagnosis, their application in accurate diagnosis of viral infection and epidemic control is severely hampered by their laborious and time-consuming sample processing steps.",2020-03-27
Advances diagnosing sars-cov-2,2020-02-26,"Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review",https://doi.org/10.3390/jcm9030623,J Clin Med,Systematic review,6.0,"For the 2019-nCoV, we searched for all in vitro, animal, or human studies published in English between 1 December 2019 and 6 February 2020, on the same outcomes of interest.","• 13 specimens from 6 patients were positive with viral load range from 362 to 36,240,000 genome equivalents/mL.","These papers described diagnostic methods to detect the virus with the majority of them using molecular testing for diagnosis.

Among the 16 diagnostics studies selected, one study discussed the use of RT-PCR in diagnosing patients with 2019-nCoV (Table 1).

Among the 16 diagnostics studies selected, one study discussed the use of RT-PCR in diagnosing patients with 2019-nCoV ( Table 1 ).",2020-05-01
Advances diagnosing sars-cov-2,2020-02-20,新型冠状病毒SARS-CoV-2的实验室检测技术,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7086127/,PMC,Other,,The ongoing epidemic of caused by the coronavirus SARS-CoV-2 starting in December 2019 poses a serious public health threat globally.,The selection of appropriate detection techniques and methods for accurate and rapid identification of pathogens therefore plays a key role in improving the diagnosis and treatment of the patients and containing the outbreak.,The selection of appropriate detection techniques and methods for accurate and rapid identification of pathogens therefore plays a key role in improving the diagnosis and treatment of the patients and containing the outbreak.,2020-04-03
Advances diagnosing sars-cov-2,2020-02-18,Epidemic Situation of Novel Coronavirus Pneumonia in China mainland,https://doi.org/10.1101/2020.02.17.20024034,medrxiv,Other,66492.0,"[Methods] From December 1, 2019 to February 14, 2020, Analysis of 66,492 confirmed cases of NCP in China mainland.","[Results] From December 1, 2019 to February 14, 2020, a total of 66,492 cases of NCP were confirmed in China mainland, a total of 54,406 cases were confirmed in Hubei Province, a total of 37,914 cases were confirmed in Wuhan city.",The gold standard for diagnosing pneumonia caused by novel coronavirus infection is nucleic acid detection .,2020-03-27
Advances diagnosing sars-cov-2,2020-02-17,Evolving status of the 2019 novel coronavirus infection: Proposal of conventional serologic assays for disease diagnosis and infection monitoring,https://doi.org/10.1002/jmv.25702,J Med Virol,Other,,"For example, during the month of January 2020, only 1700 specimens were tested (media report by the hospital on WeChat, 1/29/2020), compared with the vast number of clinic patients during that period (between 22 January and 30 January alone, there were over 7000 visits to one of the designated fever clinic).","Since 25 January tests have become increasingly available for clinically suspected patients, with a history of exposure, fever, and positive findings on chest CT.","2, 6 2 | DIAGNOSIS USING THE RNA-BASED ASSAYS Currently, the diagnosis of suspected cases is confirmed by RNA tests with real-time RT-PCR or next-generation sequencing.",2020-04-24
Advances diagnosing sars-cov-2,2020-02-04,Recent advances in the detection of respiratory virus infection in humans,https://doi.org/10.1002/jmv.25674,J Med Virol,Other,25.0,"30 The AccuPower MERS‐CoV Real Time RT‐PCR, LightMix Molecular Dx MERS‐CoV upE/ORF1a, and UltraFast LabChip MERSCoV Real‐time PCR kits use two single gene‐targeting reagents to detect the upE and ORF1a genes simultaneously.","25 A total of 143 nasopharyngeal aspirate samples that tested RSV‐negative by qRT‐PCR were confirmed as RSV‐positive by sequencing the OTNRT‐PCR products, 25 indicating that OTNRT‐PCR is more sensitive than RT‐qPCR for detection of RSV in clinical samples.","Emerging molecular‐based detection methods have gradually replaced traditional detection technology in many laboratories and clinical practices, providing reliable new methods for the diagnosis of hAdV.

With the development of modern technologies, new diagnostic strategies, including multiplex nucleic acid amplification and microarray‐based assays, are emerging.",2020-04-24
Asymptomatic pediatric patients,2020-06-30,COVID-19 pathophysiology: A review,https://doi.org/10.1016/j.clim.2020.108427,Clinical Immunology,Other,2134.0,The risk factors of in-hospital death were studied using the data of two hospitals in Wuhan.,"In the report of 2134 pediatric patients with COVID-19 from the China CDC, 4.4%, 50.9%, 38.8%, and 5.9% of patients were diagnosed as asymptomatic, mild, moderate, or severe, respectively .","In the report of 2134 pediatric patients with COVID-19 from the China CDC, 4.4%, 50.9%, 38.8%, and 5.9% of patients were diagnosed as asymptomatic, mild, moderate, or severe, respectively .",2020-05-12
Asymptomatic pediatric patients,2020-06-15,The cardiovascular burden of coronavirus disease 2019 (COVID-19) with a focus on congenital heart disease,https://doi.org/10.1016/j.ijcard.2020.03.063,International Journal of Cardiology,Other,2143.0,"Abstract Coronavirus disease 2019 (COVID-19), caused by a novel betacoronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), was first described in a cluster of patients presenting with pneumonia symptoms in Wuhan, China, in December of 2019.","Based on a single epidemiological study of 2143 pediatric patients evaluated and treated for COVID-19, there were 731 cases confirmed via RT-PCR testing .",56% of the infected pediatric patients were male.,2020-05-01
Asymptomatic pediatric patients,2020-05-08,Asymptomatic COVID-19 Infection in a Child with Nasal Foreign Body,https://doi.org/10.1016/j.ijporl.2020.110092,International Journal of Pediatric Otorhinolaryngology,Other,8.0,"Viral RNA has been identified in nasopharyngeal and throat swabs from an asymptomatic patient, with viral loads comparable to those recovered from symptomatic patients 8 .","Viral RNA has been identified in nasopharyngeal and throat swabs from an asymptomatic patient, with viral loads comparable to those recovered from symptomatic patients 8 .","While children, particularly infants, are susceptible to severe and critical COVID-19 disease, over 55% of pediatric cases are present in asymptomatic or mildly symptomatic children.

Abstract While children, particularly infants, are susceptible to severe and critical COVID-19 disease, over 55% of pediatric cases are present in asymptomatic or mildly symptomatic children.",2020-05-12
Asymptomatic pediatric patients,2020-05-07,"Coronavirus Disease 2019 in Children: Characteristics, Antimicrobial Treatment, and Outcomes",https://doi.org/10.1016/j.jcv.2020.104425,Journal of Clinical Virology,Other,5.0,"The observed cases were pediatric patients who were discharged from the Wuhan Children's Hospital from December 8, 2019 to February 29, 2020 and diagnosed with COVID-19.",Five patients with mild pneumonia were given arbidol.,Conclusions The severity of COVID-19 in pediatric cases were milder than adults.,2020-05-12
Asymptomatic pediatric patients,2020-05-05,Are COVID-19 infected children with gastrointestinal symptoms different from those without symptoms? A comparative study of the clinical characteristics and epidemiological trend of 244 pediatric cases from Wuhan,https://doi.org/10.1101/2020.04.29.20084244,medrxiv,Retrospective observational,244.0,Design: We retrospectively analyzed 244 children patients confirmed with COVID-19 at Wuhan Children's Hospital from 21 Jan to 20 Mar 2020.,"Between 21 Jan 2020 and 20 Mar 2020, 244 patients with positive real-time reverse transcription-polymerase chain reaction (RT-PCR) results for COVID-19 from the laboratory department or Wuhan Center for Disease Control and Prevention for nasopharyngeal swab specimens were included.","Of the 244 children, 51 patients were asymptomatic.",2020-05-12
Asymptomatic pediatric patients,2020-05-05,"COVID-19 outbreak in Iraqi Kurdistan: The first report characterizing epidemiological, clinical, laboratory, and radiological findings of the disease",https://doi.org/10.1016/j.dsx.2020.04.047,Diabetes & Metabolic Syndrome: Clinical Research & Reviews,Other,6.0,"Methods In this prospective descriptive study, 15 confirmed hospitalized cases of COVID-19 between 18th March and April 7, 2020 were followed-up till discharge.","The study revealed that 6 patients were asymptomatic, and 9 patients were symptomatic.","The study revealed that 6 patients were asymptomatic, and 9 patients were symptomatic.",2020-05-12
